INSTNM,CITY,STATE,ZIP,ACCREDAGENCY,Modified_PEP_ROI,Original_PEP_ROI,PCTPELL,MSI_TYPE
Adrian College,Adrian,MI,49221-2575,Higher Learning Commission,0.10553315863737149,9.475694776048133,0.3087,Non-MSI
Albion College,Albion,MI,49224,Higher Learning Commission,0.33712711326524725,2.9662402122288305,0.4675,Non-MSI
Hillsdale Beauty College,Hillsdale,MI,49242,National Accrediting Commission of Career Arts and Sciences,-0.6790665434380776,-1.4726097312010888,0.8235,Non-MSI
Northwestern Technological Institute,Southfield,MI,48075,Accrediting Commission of Career Schools and Colleges,0.03753968987946608,26.638472592896733,0.7728,Non-MSI
Alma College,Alma,MI,48801-1599,Higher Learning Commission,0.15353861489121956,6.513019546962106,0.2306,Non-MSI
Alpena Community College,Alpena,MI,49707,Higher Learning Commission,0.21055424528301886,4.749369924390927,0.23,Non-MSI
Andrews University,Berrien Springs,MI,49104,Higher Learning Commission,0.1619932149438767,6.173098054424407,0.2404,AANAPII
Aquinas College,Grand Rapids,MI,49506-1801,Higher Learning Commission,0.14239056667797761,7.022937146261542,0.2399,Non-MSI
Baker College,Owosso,MI,48867,Higher Learning Commission,-0.010236068111455108,-97.6937618147448,0.4021,Non-MSI
Bay de Noc Community College,Escanaba,MI,49829-2511,Higher Learning Commission,0.027185501066098083,36.78431372549019,0.2594,Non-MSI
Bayshire Academy of Beauty Craft Inc,Bay City,MI,48708-5614,National Accrediting Commission of Career Arts and Sciences,-0.7171501706484642,-1.3944080904223675,0.7462,Non-MSI
Calvin University,Grand Rapids,MI,49546,Higher Learning Commission,0.1732674315227975,5.771425080935802,0.1551,Non-MSI
Calvin Theological Seminary,Grand Rapids,MI,49546-4387,Commission on Accrediting of the Association of Theological Schools,,,,Non-MSI
Carnegie Institute,Troy,MI,48083,Accrediting Commission of Career Schools and Colleges,0.09142713903743316,10.937671358069823,0.4922,Non-MSI
Michigan School of Psychology,Farmington Hills,MI,48334-4512,Higher Learning Commission,,,,Non-MSI
Central Michigan University,Mount Pleasant,MI,48859,Higher Learning Commission,0.23703007518796992,4.218873909595559,0.3095,Non-MSI
Mott Community College,Flint,MI,48503-2089,Higher Learning Commission,-0.03298922800718133,-30.312925170068027,0.367,Non-MSI
Empire Beauty School-Michigan,Grand Rapids,MI,49544,National Accrediting Commission of Career Arts and Sciences,-0.19060544718439457,-5.246439777938692,0.5637,Non-MSI
Cleary University,Howell,MI,48843,Higher Learning Commission,0.20927169660186698,4.778477052740054,0.2854,Non-MSI
Concordia University Ann Arbor,Ann Arbor,MI,48105,Higher Learning Commission,0.14498915317269698,6.897067664150692,0.2469,Non-MSI
Cranbrook Academy of Art,Bloomfield Hills,MI,48304,Higher Learning Commission,,,,Non-MSI
College for Creative Studies,Detroit,MI,48202,Higher Learning Commission,0.13574363066737602,7.366828153067334,0.2933,Non-MSI
Davenport University,Grand Rapids,MI,49512-9396,Higher Learning Commission,0.043229166666666666,23.132530120481928,0.3287,Non-MSI
David Pressley School of Cosmetology,Royal Oak,MI,48067-3219,National Accrediting Commission of Career Arts and Sciences,-0.21297451087380154,-4.695397566108519,0.5887,Non-MSI
Delta College,University Center,MI,48710,Higher Learning Commission,0.14831504702194356,6.742404227212682,0.3857,Non-MSI
Detroit Business Institute-Downriver,Riverview,MI,48193,Accrediting Commission of Career Schools and Colleges,-0.1194847229414811,-8.369270776898905,0.8188,Non-MSI
MIAT College of Technology,Canton,MI,48188,Accrediting Commission of Career Schools and Colleges,0.1611512438317139,6.205350801041749,0.5559,Non-MSI
University of Detroit Mercy,Detroit,MI,48221-3038,Higher Learning Commission,0.32988083477401825,3.0313976884563196,0.2722,Non-MSI
Dorsey College,Madison Heights,MI,48071,Council on Occupational Education,-0.04944777164190713,-20.22335823830122,0.7604,Non-MSI
Eastern Michigan University,Ypsilanti,MI,48197,Higher Learning Commission,0.18696677869700104,5.348543773226169,0.3733,Non-MSI
Creative Hair School of Cosmetology,Flint,MI,48507,National Accrediting Commission of Career Arts and Sciences,-0.5549090284929625,-1.802097188282966,0.4176,Non-MSI
Ferris State University,Big Rapids,MI,49307-2251,Higher Learning Commission,0.33700827349359974,2.967286202304441,0.343,Non-MSI
Glen Oaks Community College,Centreville,MI,49032-9719,Higher Learning Commission,-0.008054305008441193,-124.15720524017466,0.2987,Non-MSI
Kettering University,Flint,MI,48504-6214,Higher Learning Commission,0.34274876028149776,2.9175889627688374,0.1801,Non-MSI
Gogebic Community College,Ironwood,MI,49938,Higher Learning Commission,0.0022744746283956947,439.66197183098586,0.3353,Non-MSI
Grace Christian University,Wyoming,MI,49509,Association for Biblical Higher Education,-0.03354732208363903,-29.80863860032805,0.4576,Non-MSI
Cornerstone University,Grand Rapids,MI,49525-5897,Higher Learning Commission,0.1010425115702085,9.896824459922087,0.3026,Non-MSI
Grand Rapids Community College,Grand Rapids,MI,49503-3295,Higher Learning Commission,0.05628329166213719,17.76726219217769,0.2814,Non-MSI
Grand Valley State University,Allendale,MI,49401-9403,Higher Learning Commission,0.23916050176905757,4.181292448389483,0.2517,Non-MSI
Great Lakes Christian College,Lansing,MI,48917-1299,Higher Learning Commission,-0.0373452632929254,-26.777157578359812,0.5394,Non-MSI
Henry Ford College,Dearborn,MI,48128-1495,Higher Learning Commission,0.2530021014710297,3.952536339365174,0.4758,Non-MSI
Hillsdale College,Hillsdale,MI,49242,Higher Learning Commission,,,0.0,Non-MSI
Hope College,Holland,MI,49423-9000,Higher Learning Commission,0.19148426099645613,5.222361330357629,0.164,Non-MSI
Jackson College,Jackson,MI,49201-8399,Higher Learning Commission,0.03636251642575559,27.500846979107845,0.3643,Non-MSI
Kalamazoo College,Kalamazoo,MI,49006-3295,Higher Learning Commission,0.24450525103026544,4.089891713107698,0.2395,Non-MSI
Kalamazoo Valley Community College,Kalamazoo,MI,49003-4070,Higher Learning Commission,0.10585392051557466,9.446981227803144,0.2758,Non-MSI
Kellogg Community College,Battle Creek,MI,49017-3397,Higher Learning Commission,0.11404706871191427,8.7683095347766,0.2696,Non-MSI
Kirtland Community College,Grayling,MI,49738,Higher Learning Commission,-0.06870788958921974,-14.554369315935151,0.3242,Non-MSI
Michigan College of Beauty-Monroe,Monroe,MI,48161,National Accrediting Commission of Career Arts and Sciences,-0.6691712204007286,-1.4943858455256889,0.325,Non-MSI
Lake Michigan College,Benton Harbor,MI,49022-1899,Higher Learning Commission,-0.1415443205651838,-7.064924936634822,0.3686,Non-MSI
Lake Superior State University,Sault Ste Marie,MI,49783,Higher Learning Commission,0.1642046998098343,6.089959673249922,0.3019,Non-MSI
Lansing Community College,Lansing,MI,48933,Higher Learning Commission,0.20423526863084923,4.896313975072925,0.3018,Non-MSI
Lawrence Technological University,Southfield,MI,48075-1058,Higher Learning Commission,0.21075981565717022,4.744737496006532,0.1872,Non-MSI
M J Murphy Beauty College of Mount Pleasant,Mount Pleasant,MI,48858,National Accrediting Commission of Career Arts and Sciences,-0.7931550539744848,-1.2607875282254322,0.8286,Non-MSI
Macomb Community College,Warren,MI,48088-3896,Higher Learning Commission,0.2300536838208071,4.346811506739087,0.3374,Non-MSI
Madonna University,Livonia,MI,48150-1176,Higher Learning Commission,0.16839183081301268,5.938530362024687,0.2863,Non-MSI
Rochester University,Rochester Hills,MI,48307,Higher Learning Commission,0.09101451648111766,10.987258282116624,0.3495,Non-MSI
University of Michigan-Ann Arbor,Ann Arbor,MI,48109,Higher Learning Commission,0.69483980466889,1.4391806475113025,0.1765,Non-MSI
The Michigan Barber School,Detroit,MI,48204-2244,Accrediting Commission of Career Schools and Colleges,-0.33597585246119144,-2.976404383453451,0.7914,Non-MSI
Michigan State University,East Lansing,MI,48824-1046,Higher Learning Commission,0.3968198879119749,2.5200349842894627,0.2164,Non-MSI
Michigan Technological University,Houghton,MI,49931-1295,Higher Learning Commission,0.529248295768593,1.8894723100577298,0.1923,Non-MSI
University of Michigan-Dearborn,Dearborn,MI,48128-1491,Higher Learning Commission,0.49312097174020825,2.027899962297348,0.4135,Non-MSI
University of Michigan-Flint,Flint,MI,48502-1950,Higher Learning Commission,0.28548977294051414,3.5027524443348947,0.358,Non-MSI
Mid Michigan College,Harrison,MI,48625-9447,Higher Learning Commission,0.015101962293189688,66.21656050955414,0.3361,Non-MSI
Monroe County Community College,Monroe,MI,48161-9746,Higher Learning Commission,0.1705205420520542,5.864396089561653,0.2474,Non-MSI
Montcalm Community College,Sidney,MI,48885-9723,Higher Learning Commission,-0.047161716171617164,-21.203638908327502,0.3291,Non-MSI
Muskegon Community College,Muskegon,MI,49442-1432,Higher Learning Commission,-0.009042805244037277,-110.58515283842794,0.2941,Non-MSI
North Central Michigan College,Petoskey,MI,49770,Higher Learning Commission,-0.04566057363649874,-21.90073230268511,0.4511,Non-MSI
Northern Michigan University,Marquette,MI,49855-5301,Higher Learning Commission,0.1116874962626323,8.953553741132378,0.2927,Non-MSI
Northwestern Michigan College,Traverse City,MI,49686,Higher Learning Commission,0.10901548672566372,9.173008625063419,0.3048,Non-MSI
Northwood University,Midland,MI,48640-2398,Higher Learning Commission,0.23567430981915383,4.2431438571618445,0.2396,Non-MSI
Oakland Community College,Auburn Hills,MI,48326,Higher Learning Commission,0.19395395619132766,5.155862863728032,0.2593,Non-MSI
Oakland University,Rochester Hills,MI,48309-4401,Higher Learning Commission,0.31256936736958935,3.1992898357745228,0.3022,Non-MSI
The University of Olivet,Olivet,MI,49076,Higher Learning Commission,0.11245670798395917,8.892310809441799,0.4548,Non-MSI
Port Huron Cosmetology College,Waterford,MI,48329,National Accrediting Commission of Career Arts and Sciences,-0.22300354422743382,-4.4842336630315325,0.1566,Non-MSI
Kuyper College,Grand Rapids,MI,49525-9781,Higher Learning Commission,0.03784802784222738,26.421455938697317,0.3421,Non-MSI
Ross Medical Education Center-Lansing,Lansing,MI,48917-2108,Accrediting Bureau of Health Education Schools,-0.10019445164635728,-9.980592573424763,0.8038,Non-MSI
Ross Medical Education Center-Warren,Warren,MI,48092-4141,Accrediting Bureau of Health Education Schools,-0.10246924080058967,-9.759026144694978,0.8072,Non-MSI
Ross Medical Education Center-Flint,Flint,MI,48507-1234,Accrediting Bureau of Health Education Schools,-0.14270516717325227,-7.007454739084133,0.8807,Non-MSI
Sacred Heart Major Seminary,Detroit,MI,48206-1799,Higher Learning Commission,,,0.0782,Non-MSI
Saginaw Valley State University,University Center,MI,48710,Higher Learning Commission,0.22426693192630395,4.458972133834732,0.3395,Non-MSI
Schoolcraft Community College District,Livonia,MI,48152-2696,Higher Learning Commission,0.1724737123507396,5.797985016791527,0.2936,Non-MSI
Siena Heights University,Adrian,MI,49221,Higher Learning Commission,0.14270154902305932,7.00763241076247,0.3025,Non-MSI
St Clair County Community College,Port Huron,MI,48061-5015,Higher Learning Commission,0.08549164282487577,11.69704975781594,0.2795,Non-MSI
Southwestern Michigan College,Dowagiac,MI,49047-9793,Higher Learning Commission,-0.003824261828530772,-261.48837209302326,0.3827,Non-MSI
Spring Arbor University,Spring Arbor,MI,49283-9799,Higher Learning Commission,0.14172743948816607,7.055796701128561,0.2584,Non-MSI
Michigan Career and Technical Institute,Plainwell,MI,49080-9254,Council on Occupational Education,-0.2136499336576736,-4.680553758571613,0.3983,Non-MSI
Finlandia University,Hancock,MI,49930-1832,,0.07205383397421398,13.878512007534137,0.467,Non-MSI
Thomas M Cooley Law School,Lansing,MI,48933,American Bar Association,,,,Non-MSI
Twin City Beauty College,Saint Joseph,MI,49085,National Accrediting Commission of Career Arts and Sciences,-0.1499342642125306,-6.669589538135914,0.4542,Non-MSI
Walsh College,Troy,MI,48083-5066,Higher Learning Commission,,,0.2997,Non-MSI
Washtenaw Community College,Ann Arbor,MI,48105-4800,Higher Learning Commission,0.15836820083682007,6.31439894319683,0.2737,Non-MSI
Wayne County Community College District,Detroit,MI,48226,Higher Learning Commission,-0.17800041528239202,-5.617964421114028,0.2928,PBI
Wayne State University,Detroit,MI,48202,Higher Learning Commission,0.35522945570971187,2.815081868709629,0.4398,AANAPII
West Shore Community College,Scottville,MI,49454-0277,Higher Learning Commission,0.01351865955826352,73.97183098591549,0.3386,Non-MSI
Paul Mitchell the School-Grand Rapids,Kentwood,MI,49512-1781,National Accrediting Commission of Career Arts and Sciences,-0.6111804295220811,-1.636178044480188,0.4521,Non-MSI
Western Michigan University,Kalamazoo,MI,49008-5200,Higher Learning Commission,0.2284625829812915,4.377084365197293,0.2597,Non-MSI
Western Theological Seminary,Holland,MI,49423-3622,Commission on Accrediting of the Association of Theological Schools,,,,Non-MSI
Dorsey College-Wayne,Wayne,MI,48184,Council on Occupational Education,-0.049193964405468145,-20.327696945864464,0.6805,Non-MSI
Ecumenical Theological Seminary,Detroit,MI,48201-3035,Commission on Accrediting of the Association of Theological Schools,,,0.0,Non-MSI
Ross Medical Education Center-Saginaw,Saginaw,MI,48603-5227,Accrediting Bureau of Health Education Schools,-0.13425444525319746,-7.448542937360829,0.8632,Non-MSI
Yeshiva Gedolah of Greater Detroit,Oak Park,MI,48237,Association of Advanced Rabbinical and Talmudic Schools,-2.1587206196581197,-0.4632373410869498,0.3889,Non-MSI
Dorsey College-Roseville,Roseville,MI,48066,Council on Occupational Education,-0.04900940487203207,-20.404246952418404,0.7407,Non-MSI
Douglas J Aveda Institute,East Lansing,MI,48823,National Accrediting Commission of Career Arts and Sciences,-0.04434978456717587,-22.54802384632369,0.4841,Non-MSI
Ross Medical Education Center-Brighton,Brighton,MI,48116-7402,Accrediting Bureau of Health Education Schools,-0.10507779349363508,-9.516758648539508,0.6341,Non-MSI
Ross Medical Education Center-Ann Arbor,Ann Arbor,MI,48108-1411,Accrediting Bureau of Health Education Schools,-0.09942984099791209,-10.057342845605062,0.8033,Non-MSI
Dorsey School of Beauty,Taylor,MI,48180-1866,National Accrediting Commission of Career Arts and Sciences,-0.3577166504381694,-2.7955086764205515,0.4791,Non-MSI
Ross Medical Education Center-Port Huron,Port Huron,MI,48060-1530,Accrediting Bureau of Health Education Schools,-0.15445002691548537,-6.4745861167586405,0.8033,Non-MSI
Ross Medical Education Center-Roosevelt Park,Roosevelt Park,MI,49441-4188,Accrediting Bureau of Health Education Schools,-0.139415289925494,-7.172814406041243,0.8515,Non-MSI
Ross Medical Education Center-Kentwood,Kentwood,MI,49508-5271,Accrediting Bureau of Health Education Schools,-0.10596380586783657,-9.437184629318153,0.8222,Non-MSI
Ross Medical Education Center-Taylor,Taylor,MI,48180-6016,Accrediting Bureau of Health Education Schools,-0.10392466935020127,-9.622354405865265,0.7831,Non-MSI
Bay Mills Community College,Brimley,MI,49715,Higher Learning Commission,-0.2939677468431462,-3.401733730107388,0.4443,TRIBAL
Michigan College of Beauty-Troy,Troy,MI,48083,National Accrediting Commission of Career Arts and Sciences,-0.09176789937647818,-10.897056670083467,0.6573,Non-MSI
P&A Scholars Beauty School,Detroit,MI,48204,National Accrediting Commission of Career Arts and Sciences,-0.5259484609878311,-1.9013269819666552,0.6788,Non-MSI
Sharp's Academy of Hairstyling,Grand Blanc,MI,48439,Accrediting Commission of Career Schools and Colleges,,,0.4,Non-MSI
Cadillac Institute of Cosmetology,Cadillac,MI,49601-1800,National Accrediting Commission of Career Arts and Sciences,-0.4579697416137806,-2.183550372730366,0.6613,Non-MSI
Saginaw Chippewa Tribal College,Mount Pleasant,MI,48858,Higher Learning Commission,-0.9816895420867242,-1.0186519842865538,0.374,TRIBAL
Irene's Myomassology Institute,Southfield,MI,48033,Accrediting Council for Continuing Education & Training,-0.02709165352216666,-36.91173737999381,0.6187,Non-MSI
Paul Mitchell the School-Great Lakes,Port Huron,MI,48060,National Accrediting Commission of Career Arts and Sciences,-0.6538508211309765,-1.5294008475362677,0.5536,Non-MSI
Nuvo College of Cosmetology,Norton Shores,MI,49441,National Accrediting Commission of Career Arts and Sciences,-0.4539314799213704,-2.202975656531288,0.1311,Non-MSI
Paul Mitchell the School-Michigan,Sterling Heights,MI,48313,National Accrediting Commission of Career Arts and Sciences,-0.07620536289802758,-13.122436032987947,0.5479,Non-MSI
Elevate Salon Institute,Royal Oak,MI,48073,National Accrediting Commission of Career Arts and Sciences,-0.5260169215750081,-1.9010795261220577,0.4019,Non-MSI
Lakewood School of Therapeutic Massage,Port Huron,MI,48060,Commission on Massage Therapy Accreditation,,,0.6842,Non-MSI
The Salon Professional Academy-Battle Creek,Battle Creek,MI,49015,National Accrediting Commission of Career Arts and Sciences,-0.4478197030141844,-2.233041541649912,0.6548,Non-MSI
Ross Medical Education Center-New Baltimore,New Baltimore,MI,48047-1581,Accrediting Bureau of Health Education Schools,-0.10253900709219858,-9.752386222160741,0.7333,Non-MSI
French Academy of Cosmetology,Spring Lake,MI,49456,National Accrediting Commission of Career Arts and Sciences,-0.34801283155356527,-2.873457267468836,0.25,Non-MSI
Ross Medical Education Center-Battle Creek,Battle Creek,MI,49015-9393,Accrediting Bureau of Health Education Schools,-0.14059947729500163,-7.1124019750217835,0.8919,Non-MSI
L'esprit Academy,Canton,MI,48187-3669,National Accrediting Commission of Career Arts and Sciences,-0.6111342155009452,-1.636301772402487,0.4157,Non-MSI
Marketti Academy of Cosmetology,Waterford,MI,48329,National Accrediting Commission of Career Arts and Sciences,,,0.1405,Non-MSI
Compass College of Film and Media,Grand Rapids,MI,49503,,-0.3449530516431925,-2.898945219462402,0.3514,Non-MSI
Ross Medical Education Center-Davison,Davison,MI,48423-1751,Accrediting Bureau of Health Education Schools,-0.0969033705520192,-10.319558487010365,0.8272,Non-MSI
Ross Medical Education Center-Canton,Canton,MI,48187-5071,Accrediting Bureau of Health Education Schools,-0.11165520819820988,-8.956142898634912,0.6715,Non-MSI
Dorsey College-Saginaw,Saginaw,MI,48603,Council on Occupational Education,-0.056775221028190395,-17.61331760387993,0.8253,Non-MSI
Keweenaw Bay Ojibwa Community College,Baraga,MI,49908-0000,Higher Learning Commission,-1.0784961302375233,-0.9272170497076928,0.6133,TRIBAL
Abcott Institute,Southfield,MI,48075-5227,Council on Occupational Education,,,0.6117,Non-MSI
Protege Academy,East Lansing,MI,48823-8660,National Accrediting Commission of Career Arts and Sciences,-0.6945303772449944,-1.4398218317918896,0.59,Non-MSI
Brighton Institute of Cosmetology,Brighton,MI,48116-8360,National Accrediting Commission of Career Arts and Sciences,,,0.0962,Non-MSI
School of Missionary Aviation Technology,Ionia,MI,48846,Accrediting Council for Continuing Education & Training,-0.5208306482794175,-1.9200098982337837,0.2623,Non-MSI
Dorsey College-Dearborn,Detroit,MI,48228,Council on Occupational Education,-0.06919100308362053,-14.452746100406346,0.7455,Non-MSI
Paul Mitchell the School-Farmington Hills,Farmington Hills,MI,48334-1300,National Accrediting Commission of Career Arts and Sciences,-0.5193914272861642,-1.925330198892635,0.4837,Non-MSI
Chamberlain University-Michigan,Troy,MI,48084,Higher Learning Commission,0.19651507938730364,5.088668020376901,0.4517,Non-MSI
Protege Academy,Mt. Pleasant,MI,48858-2058,National Accrediting Commission of Career Arts and Sciences,-0.7303017981386103,-1.3692969160815367,0.619,Non-MSI
U.S. Truck Driver Training School,Sterling Heights,MI,48312-4518,Council on Occupational Education,-0.7256464356257856,-1.378081598564756,0.0343,Non-MSI
Ross Medical Education Center-Midland,Midland,MI,48640-2690,Accrediting Bureau of Health Education Schools,-0.09928101780082323,-10.072418898909678,0.5781,Non-MSI
Western Michigan University Homer Stryker M.D. School of Medicine,Kalamazoo,MI,49007,Higher Learning Commission,,,,Non-MSI
Metro Detroit Barber College,Detroit,MI,48221-2650,National Accrediting Commission of Career Arts and Sciences,-0.5333762291295453,-1.8748492065946982,0.7143,Non-MSI
Ross Medical Education Center-Portage,Portage,MI,49002-2813,Accrediting Bureau of Health Education Schools,-0.13232129131437356,-7.557362765030496,0.702,Non-MSI
Ross College-Grand Rapids North,Grand Rapids,MI,49525-2767,Accrediting Bureau of Health Education Schools,-0.11675226586102719,-8.565144261870875,0.7485,Non-MSI
D&S School of Cosmetology,Waterford,MI,48328,National Accrediting Commission of Career Arts and Sciences,-0.7491889136077122,-1.3347768257601536,1.0,Non-MSI
DSDT,Detroit,MI,48216,Council on Occupational Education,-0.29468224742042515,-3.3934857248909647,0.0802,Non-MSI
Great Lakes Boat Building School,Cedarville,MI,49719-9790,Accrediting Commission of Career Schools and Colleges,-0.3511578901633646,-2.847721859630672,0.3529,Non-MSI
Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School,Southgate,MI,48195-2615,Middle States Commission on Secondary Education,-0.5604500381388253,-1.7842803674719292,0.5882,Non-MSI
Dorsey College-Woodhaven,Woodhaven,MI,48183-3319,Council on Occupational Education,-0.04820182976142337,-20.746100406344215,0.7686,Non-MSI
Motion Picture Institute,Troy,MI,48084,Accrediting Commission of Career Schools and Colleges,,,0.1596,Non-MSI
The  Salon Professional Academy of Holland,Holland,MI,49424-7521,National Accrediting Commission of Career Arts and Sciences,-0.6753781231720565,-1.480652046150515,0.2667,Non-MSI
Arizona College of Nursing-Southfield,Southfield,MI,48033-7157,Accrediting Bureau of Health Education Schools,-0.04251154386669344,-23.52302243211334,0.7206,Non-MSI
Moody Theological Seminary and Graduate School--Michigan,Plymouth,MI,481704308,Higher Learning Commission,,,,Non-MSI
Hillsdale Beauty College,Hillsdale,MI,49242-0000,,,,,Non-MSI
Baker College of Cadillac,Cadillac,MI,496019600,Higher Learning Commission,,,,Non-MSI
Baker College of Jackson,Jackson,MI,492021290,Higher Learning Commission,,,,Non-MSI
Baker College of Muskegon,Muskegon,MI,494421290,Higher Learning Commission,,,,Non-MSI
Calvin University - Handlon Campus,Ionia,MI,488469571,Higher Learning Commission,,,,Non-MSI
Davenport University-Warren Location,Warren,MI,480925209,Higher Learning Commission,,,,Non-MSI
Davenport University-Kalamazoo Location,Kalamazoo,MI,490034070,Higher Learning Commission,,,,Non-MSI
Davenport University-Lansing Location,Lansing,MI,489332197,Higher Learning Commission,,,,Non-MSI
Davenport University-Midland Location,Midland,MI,486423799,Higher Learning Commission,,,,Non-MSI
Davenport University-Traverse City Location,Traverse City,MI,496849121,Higher Learning Commission,,,,Non-MSI
Davenport University - Wayne CCCD,Belleville,MI,481111404,,,,,Non-MSI
Davenport University - Detroit,Detroit,MI,482023046,,,,,Non-MSI
Elevate Salon Institute,Utica,MI,483150000,National Accrediting Commission of Career Arts and Sciences,,,,Non-MSI
L'esprit Academy - Royal Oak,Royal Oak,MI,480673825,National Accrediting Commission of Career Arts and Sciences,,,,Non-MSI
Keweenaw Bay Ojibwa Community College - Wabanung Campus,L'Anse,MI,499460000,,,,,Non-MSI
Allen College,Waterloo,IA,50703-1999,Higher Learning Commission,0.13814307023390143,7.2388719774854975,0.2197,Non-MSI
Briar Cliff University,Sioux City,IA,51104,Higher Learning Commission,0.10960153741364212,9.123959604927311,0.3282,Non-MSI
Buena Vista University,Storm Lake,IA,50588,Higher Learning Commission,0.09757780784844385,10.248231867979475,0.4442,Non-MSI
Capri College-Dubuque,Dubuque,IA,52004-0873,Accrediting Commission of Career Schools and Colleges,-0.2700785582255083,-3.7026264008897254,0.5613,Non-MSI
Capri College-Cedar Rapids,Cedar Rapids,IA,52404,Accrediting Commission of Career Schools and Colleges,-0.23754935391241924,-4.209651525167627,0.5025,Non-MSI
Central College,Pella,IA,50219,Higher Learning Commission,0.14406723359022056,6.941203596956422,0.2248,Non-MSI
Clarke University,Dubuque,IA,52001-3198,Higher Learning Commission,0.08626031164069661,11.592816916374455,0.3863,Non-MSI
Coe College,Cedar Rapids,IA,52402-5092,Higher Learning Commission,0.19561666577411235,5.112038874820341,0.3683,Non-MSI
Cornell College,Mount Vernon,IA,52314-1098,Higher Learning Commission,0.10357349776527065,9.654979522525222,0.2831,Non-MSI
Des Moines Area Community College,Ankeny,IA,50023-3993,Higher Learning Commission,0.03363688376084676,29.72927002126152,0.1695,Non-MSI
Divine Word College,Epworth,IA,52045,Higher Learning Commission,,,0.194,Non-MSI
Dordt University,Sioux Center,IA,51250-1606,Higher Learning Commission,0.09627190426234604,10.387246493794773,0.1824,Non-MSI
Drake University,Des Moines,IA,50311-4505,Higher Learning Commission,0.27597262725344646,3.623547777010597,0.1923,Non-MSI
University of Dubuque,Dubuque,IA,52001,Higher Learning Commission,0.08245593692022263,12.127689495148363,0.4241,Non-MSI
Ellsworth Community College,Iowa Falls,IA,50126,Higher Learning Commission,0.0027689084015166633,361.15315315315314,0.3734,Non-MSI
Emmaus Bible College,Dubuque,IA,52001-3096,Higher Learning Commission,0.027347081169082875,36.56697377746279,0.3834,Non-MSI
Eastern Iowa Community College District,Davenport,IA,52801-1221,Higher Learning Commission,-0.05097447002507408,-19.617663499161544,0.221,Non-MSI
Faith Baptist Bible College and Theological Seminary,Ankeny,IA,50023-2152,Higher Learning Commission,0.05338944788441692,18.730292962851102,0.3724,Non-MSI
Graceland University-Lamoni,Lamoni,IA,50140,Higher Learning Commission,0.07367534456355283,13.573061733527334,0.4859,Non-MSI
Grand View University,Des Moines,IA,50316,Higher Learning Commission,0.11818203719764865,8.461522780552441,0.3946,Non-MSI
Grinnell College,Grinnell,IA,50112-1690,Higher Learning Commission,0.3602717758271438,2.775682324001406,0.1739,Non-MSI
Orion Technical College,Davenport,IA,52807,Accrediting Commission of Career Schools and Colleges,0.04929858122110633,20.284559417946646,0.5631,Non-MSI
Hawkeye Community College,Waterloo,IA,50701,Higher Learning Commission,0.062092716324342156,16.104948522085685,0.2179,Non-MSI
American Hair Academy,Mt. Pleasant,IA,52641,National Accrediting Commission of Career Arts and Sciences,-0.7585090877914952,-1.31837576648111,0.4375,Non-MSI
Indian Hills Community College,Ottumwa,IA,52501,Higher Learning Commission,-0.021202303815694743,-47.164685908319186,0.2632,Non-MSI
Iowa Central Community College,Fort Dodge,IA,50501,Higher Learning Commission,0.07831356637536413,12.769179674526734,0.3023,Non-MSI
Iowa Lakes Community College,Estherville,IA,51334-2295,Higher Learning Commission,0.016662557527942143,60.01479654747226,0.2171,Non-MSI
UnityPoint Health-Des Moines School of Radiologic Technology,Des Moines,IA,50309-1453,Joint Review Committee on Education in Radiologic Technology,,,0.0714,Non-MSI
Iowa School of Beauty-Des Moines,Des Moines,IA,50322-3203,National Accrediting Commission of Career Arts and Sciences,-0.2231743953165922,-4.480800759340754,0.4867,Non-MSI
Iowa State University,Ames,IA,50011-2103,Higher Learning Commission,0.33256421840712536,3.0069380427926835,0.1915,Non-MSI
Iowa Wesleyan University,Mount Pleasant,IA,52641,,0.05516018586451455,18.129017956107294,0.5026,Non-MSI
Iowa Western Community College,Council Bluffs,IA,51503-1057,Higher Learning Commission,0.0022973756105637883,435.2792792792793,0.2678,Non-MSI
University of Iowa,Iowa City,IA,52242-1316,Higher Learning Commission,0.3257000881229805,3.0703092706023827,0.1868,Non-MSI
Kirkwood Community College,Cedar Rapids,IA,52406-2068,Higher Learning Commission,0.06927934621099555,14.434316353887398,0.2577,Non-MSI
La James International College-Cedar Falls,Cedar Falls,IA,50613,National Accrediting Commission of Career Arts and Sciences,-0.1309612149995053,-7.635848522051185,0.6471,Non-MSI
La James International College-Johnston,Johnston,IA,50131,National Accrediting Commission of Career Arts and Sciences,-0.11017176596886742,-9.07673568818514,0.449,Non-MSI
La James College of Hairstyling and Cosmetology,Mason City,IA,50401-3308,National Accrediting Commission of Career Arts and Sciences,-0.4429632867132867,-2.257523433645782,0.7353,Non-MSI
La James International College-Ft Dodge,Fort Dodge,IA,50501,National Accrediting Commission of Career Arts and Sciences,-0.2199344364658133,-4.546809567747888,0.7308,Non-MSI
Loras College,Dubuque,IA,52004-0178,Higher Learning Commission,0.173487794593075,5.764094254270475,0.2485,Non-MSI
Luther College,Decorah,IA,52101-1045,Higher Learning Commission,0.17035542122580152,5.8700802874628035,0.176,Non-MSI
